path,hunk,locator,sha256,carrier
.agent/plans/future/oak-wider-openapi-stack-replacement.md,1,"@@ -1,5 +1,11 @@",45bf47756ac402ba5cd1f47c3a8d991c7e9a7a5ce13fed03410fbb7354b9a8a8,C09
.agent/plans/future/phase-5-ecosystem-expansion.md,1,"@@ -1,5 +1,11 @@",6f2a354422c4181a10a7d49130d2efb33be34bc56bf8b1ae380928b58aa7c5c0,C09
.agent/plans/future/strategy-vision-estate-overhaul.md,1,"@@ -1,247 +1,146 @@",e4393e38eebdd684be55b3a57877293cbc9a9c035d2195a66989a418ed7a1662,C09
.agent/plans/future/temporal-first-js-ts-date-time-doctrine.md,1,"@@ -1,5 +1,11 @@",b3d26222ac6bfb0495b230a25b0c6390e4dea6e4f13d552821d30b2be5856fe2,C09
.agent/plans/practice-alignment-brief.md,1,"@@ -1,196 +1,18 @@",be41b516bc496551cca49adac553120cae41631393d66dac52bd5a4e4d938ec5,C09
.agent/plans/proof-programme/parent-plan.md,1,"@@ -20,11 +20,11 @@ todos:",52735bd3b26534cc93b3bf96f6538c63908e145ca3b09a7f0d98345855fbe47e,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,2,"@@ -75,7 +75,7 @@ todos:",00cddb1f336e3372bf7bfc5900edc2428231bee1bbb391228ee32d97906e078d,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,3,"@@ -97,14 +97,14 @@ todos:",7150783f4db244ea8e2b874332ea459440210c447091f8fccddd2cd959d2b03d,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,4,"@@ -112,34 +112,48 @@ todos:",eedf223fdfb4470163be700accae79cd7a746656a80bddfd7edc8b76968ab324,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,5,"@@ -164,19 +178,25 @@ programme earlier at a narrower ratified scope.",fd83d1b9a325c1ebcb2609b95938f22c6490f436f4a1c46d37ce5fc016b12881,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,6,"@@ -224,8 +244,10 @@ commit advancing a claimed slice, a queue row completed, a head-repair fix lande",9bce4329f314f190f0eb13055e60b5ad3e2733281d19d84de6f892139d1eff42,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,7,"@@ -253,7 +275,12 @@ only when that row's named Gate items carry success verdicts — a REJECT or DEF",7a431a7e8888945687270442249e9609ef72a51635a4409319ec73653f85e934,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,8,"@@ -320,7 +347,8 @@ brief. Routine mechanism proven end to end across four firings:",dbce66664aad6c5e9523c5bf517aa28880ef6ed7e53b1d0fcd766113cbbc9c4b,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,9,"@@ -814,6 +842,10 @@ rows. Non-goals: `SUMMARY.md`'s universal-schema-conversion product claim is NOT",7e1b200521adce068194b85db85231f770ced3bae3ce9d4e32679847a437e0b8,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,10,"@@ -883,36 +915,70 @@ metric never becomes another asserted claim; the `Object.*`/`Reflect.*` doctrine",548f6c2b70167504d4ef8d765c8a8db811302712ff3c67a73d202619803a833b,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,11,"@@ -949,9 +1015,13 @@ the foundation-alignment note below; the napkin's transplant-gap entries; the",614ec4720322a342802fec37bab52505f0a9e17b23c56f66275c1c9e17952960,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,12,"@@ -970,18 +1040,21 @@ green. Source: PR #35 review threads (carry-forward dispositions recorded on-thr",920e747e7a951f6ac6c0d6c22edd3f3ee1aea9fec7c6e4348ba9d18edc23f5b3,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,13,"@@ -991,7 +1064,7 @@ slots"" so the owner sees the signal. Non-goals: no external observer or watchdog",2c7d059732e6487385887b1dda1dba5878880f24625c0494f45acee906b44f69,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,14,"@@ -1039,8 +1112,8 @@ clean window; a pinned-version resolve for gitleaks; a hook-fires check for",648bc656ebf4846ccb9a306e334853c2ab5f30bb7d722b5e57d2267db71a50bd,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,15,"@@ -1050,7 +1123,17 @@ re-scoped list with each validity probe naming what it executes and the stale",18f2d4a810caca1a56f613d2b097b2a6457f135abefb2c08ad644c25d8814ec8,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,16,"@@ -1327,68 +1410,25 @@ clause 3's unattended-merge grant**: authority grants read narrowly, so a PR the",834171b7dc16d6b974b7185309d488a546a4decb6028358b20da301bb9ed8647,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,17,"@@ -1396,23 +1436,26 @@ Plan-readiness for this parent plan: `assumptions-expert` review completed 2026-",74955197d92bb7589de66af3bc6ca5f55eb78740d1047190951e03a5a8e3b44a,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,18,"@@ -1440,7 +1483,8 @@ landing.",9d3f5362fcf3fd5c89fccb2f7d23f7f684cc96e4f18b58c8e4ddee1f440b2d61,C01/C02/C09
.agent/plans/proof-programme/parent-plan.md,19,"@@ -1451,8 +1495,8 @@ landing.",fc754bf8fe14092c49146ad1418dfbe69d2466f1a3326abe1b5baa0bd4f655bc,C01/C02/C09
.agent/plans/proof-programme/queued-decisions.md,1,"@@ -12,20 +12,20 @@ not an authority (contract added after the 2026-08-26 arming-walk re-read measur",8dbafaff540e44bb4314649e7349d452df1402bc621c6490bc853366543b2d8a,C09
.agent/plans/proof-programme/routine-prompt.md,1,"@@ -1,10 +1,30 @@",1bbc1acaaab1796285da8d5ef14ebb37bf6c2dec38f9ea33e71138c7e430fe45,C01/C02/C09
.agent/plans/proof-programme/routine-prompt.md,2,"@@ -20,12 +40,12 @@ Authority: [`parent-plan.md`](./parent-plan.md) (the queue and §Operating proto",bc05a35564080b25a6094f1803207d989d1e6ef18e8c6bb73ddb168d627ed663,C01/C02/C09
.agent/plans/proof-programme/routine-prompt.md,3,"@@ -47,20 +67,17 @@ Authority: [`parent-plan.md`](./parent-plan.md) (the queue and §Operating proto",484b997650b810904b73fa63cbaa96ac8c78d5a01c4ab74492d905195139b622,C01/C02/C09
.agent/plans/proof-programme/routine-prompt.md,4,"@@ -153,11 +170,19 @@ Authority: [`parent-plan.md`](./parent-plan.md) (the queue and §Operating proto",e3ff4b3ae83f75919d20fa2a759e10236a2dd81a0c5411b3837a765222db6658,C01/C02/C09
.agent/plans/proof-programme/routine-prompt.md,5,"@@ -250,10 +275,13 @@ notification's OPEN-decisions list covers queued forks, and a fork worth immedia",961571ebf1ad53fb9d326f5e7ecbb3b2726eec09b849b2392f4604f2ddc4d63f,C01/C02/C09
.agent/plans/proof-programme/routine-prompt.md,6,"@@ -281,9 +309,9 @@ also post:",d67422ace0bb8b5f45c0aed9061548ec164af97f47f580b5029ad4e52f741f3b,C01/C02/C09
.agent/plans/proof-programme/routine-prompt.md,7,"@@ -294,6 +322,6 @@ broadcast. Only when the tracked record itself cannot land (push failure on ever",6fe7d9057eb8b36069f43866902ec78b91a1e20133923888f9fdcb7844942e63,C01/C02/C09
.agent/plans/remediation/03-zod-2020-12-keyword-semantics.md,1,"@@ -1,5 +1,11 @@",c8e59807b16bdd6520ea60cf576756c07eb57433abf6e170994c565f79337696,C09
.agent/plans/remediation/03-zod-2020-12-keyword-semantics.md,2,"@@ -40,7 +46,7 @@ Out of scope: a governed opt-in lossy mode (may follow later per ADR-047); array",bbd4fd3db9b596801182fd85ba59eee4e02d614ad391dc9a03ced4e725ea7fe6,C09
.agent/plans/remediation/04-zod-parser-strict-whitelist.md,1,"@@ -1,5 +1,11 @@",9f702ce501f66b14d5eb64d25af39bd2d190224a2ebac0f47868403556e71f61,C09
.agent/plans/remediation/04-zod-parser-strict-whitelist.md,2,"@@ -38,7 +44,7 @@ fail-fast, not silently lossy.",10d91a79eda6f743e7ff74d09bbfd2622195a37867f8ad96f16092ed16e058ee,C09
.agent/plans/remediation/05-single-source-type-guards.md,1,"@@ -1,5 +1,11 @@",76820578ed80ff9cdf7185c47b341b6f481a5610c1587601e3cf0912591ad482,C09
.agent/plans/remediation/05-single-source-type-guards.md,2,"@@ -29,7 +35,7 @@ scope: broader IR validation redesign.",0d0531e69b39dc58c242fee0e348b83b858a2ab76ee0d2f5aebca9aff92ff8bd,C09
.agent/plans/remediation/06-doctrine-enforcement-truthing.md,1,"@@ -1,5 +1,11 @@",73adc73e2842ff3e141e3746b4d5e2673a5d1ca334ccb0154c678d4fcdfa0588,C09
.agent/plans/remediation/06-doctrine-enforcement-truthing.md,2,"@@ -12,7 +18,7 @@ the C6 reversal ship). Per the **strictest-of-three** rule, raise enforcement up",7781c2639e6bde101b05778ec3c602c8797b95cf598f13c0e6879f6a0758665a,C09
.agent/plans/remediation/06-doctrine-enforcement-truthing.md,3,"@@ -27,15 +33,15 @@ Out of scope: relaxing any doctrine claim (forbidden by the strictest rule).",0621836e2b92e73387daaa7ae8c538eb4d445a223b5bf3cd3070991f33bb2ba0,C09
.agent/plans/remediation/07-test-hygiene.md,1,"@@ -1,5 +1,11 @@",63f997a63b07e2ce647dfc01fb27374811639bc0f54ccc25ba363d6bd846823c,C09
.agent/plans/remediation/07-test-hygiene.md,2,"@@ -30,11 +36,11 @@ Out of scope: refinement-test correctness (plan 03); negative-assertion fix (pla",adf5cca75d1fbe57daee85b21c2602fea997d43c6b8f8f194909af026c6cdf92,C09
.agent/plans/remediation/README.md,1,"@@ -1,37 +1,27 @@",c6c24158270989725a9d4949d8ee4b92fbb222ce1abf94ac677bc1a824d6a9a6,C09
.agent/plans/roadmap.md,1,"@@ -1,571 +1,94 @@",984faada81715d0ef3019f7f38de000e875101efc076620c25b494a767d5b2df,C09
.agent/plans/transplant/02-agent-tools-build-design.md,1,"@@ -1,5 +1,16 @@",e0e18c041a12b0eb449b5ee159dff18973487b0ce713367504abb069b6429dff,C09
.agent/plans/transplant/06-memory-and-generator-consolidation.md,1,"@@ -1,5 +1,16 @@",0f102841edc6e6df5ddd7cf94877835fcc8117bfe9d1d623935f53eebfde4adc,C09
.agent/plans/transplant/07-adapters-and-gate-flips.md,1,"@@ -1,5 +1,16 @@",54575dcd85dfdd506482e01d89b7355743ee7e11546a823799f50cbefd3bff53,C09
.agent/plans/transplant/08-collaboration-active.md,1,"@@ -1,5 +1,16 @@",1c279fc80328995347bdb7e63f8138220615d8d2afc6f02ee327e5ccad60bccb,C09
.agent/plans/transplant/README.md,1,"@@ -1,5 +1,16 @@",106b5459002402b223101e423adeeb8b9403e3f8fac49d2d4a4c8fc2588f7f0e,C09
.agent/plans/transplant/corpus-analysis-suite-bring.md,1,"@@ -1,7 +1,7 @@",78088539e7451506ca9c7f366599022c60d76ae7760328e37b138338032179e4,C09
.agent/plans/transplant/corpus-analysis-suite-bring.md,2,"@@ -11,6 +11,17 @@ owner_directive: >-",825b1013dde8ed80ab53ef487d468b794540c6870c2b3793e6a84f0ab137c63f,C09
.agent/plans/transplant/d1-sonarjs-findings.md,1,"@@ -1,5 +1,16 @@",86426eb0470e91a3097a4d2d485c8584dd4a1722e450cb03e5a967b78e43d70a,C09
.agent/plans/transplant/dangling-reference-census.md,1,"@@ -1,5 +1,16 @@",ef0e3e27781687422fe9d8e6da3b31c5a94ab5a7c307652fd2e70b8dacf90b52,C09
.agent/plans/transplant/first-run-friction-inventory.md,1,"@@ -1,5 +1,16 @@",2b9c9482e9fdeda6e3977253598cce4c7b60502d6834ed99e30c21161881a8cd,C09
.agent/plans/transplant/oak-backflow/castr-feedback-2026-06-10.md,1,"@@ -6,6 +6,17 @@ castr to a fresh Oak branch off current main. Tracked in reference-closure.md §",57b620c69bab41c7f1d4b547cbab93642fe69dd9151cb0e2886fbf28055d7263,C09
.agent/plans/transplant/oak-backflow/castr-innovations-ledger.md,1,"@@ -1,5 +1,16 @@",148ff030765599184ffb87eafb0a783bf1d08c2cb57f3af48c5996188651e236,C09
.agent/plans/transplant/oak-castr-delta-review-2026-07-03.md,1,"@@ -1,7 +1,7 @@",5a863b3b9a0b29c6ae5b5f4b4fa0e74e82f88af1f639e8e714586b9544aa7a8c,C09
.agent/plans/transplant/oak-castr-delta-review-2026-07-03.md,2,"@@ -59,6 +59,17 @@ todos:",5e0c5dd3a5d0a5c6d49cc5a3f8eb3fb8ba85f5797f2efdba0a513db6d2ba002d,C09
.agent/plans/transplant/oak-castr-gap-rescan-2026-06-28.md,1,"@@ -1,7 +1,7 @@",a0519657c444acf45f764cb1b4eacfb28ae00ff8adf90ae3db3fdc4391d51058,C09
.agent/plans/transplant/oak-castr-gap-rescan-2026-06-28.md,2,"@@ -27,6 +27,17 @@ read_model_note: >-",1b1794cf3fc5ac6f005a97ce7c37835da07e62725b0b86dda54cf6eec8a97119,C09
.agent/plans/transplant/oak-parity-program.md,1,"@@ -1,7 +1,7 @@",a39bacc7a252828ecff71f38c98c9dc9a9caebd8c39a4ee9292b18ce8bf4bd36,C09
.agent/plans/transplant/oak-parity-program.md,2,"@@ -85,6 +85,17 @@ todos:",acc5585eccff663dfb71e0e845630c1e55167c753bba0a3f5f24b6631b3171e0,C09
.agent/plans/transplant/practice-loop-closure-remediation.md,1,"@@ -1,7 +1,7 @@",0d4063f22dac2045fc247014541c7ef43a475f41a79977712aa16b8c19ff2056,C09
.agent/plans/transplant/practice-loop-closure-remediation.md,2,"@@ -192,6 +192,17 @@ todos:",9c9a89f32016552b03bb4586d0b66460ec602230e113a73e64da38b4d3a5e617,C09
.agent/plans/transplant/reason-skill-parity-bring.md,1,"@@ -1,7 +1,7 @@",e47304f2d536d1e4a276a139fd9d5b80b000a1d5444131602d8d4ea2225ccd58,C09
.agent/plans/transplant/reason-skill-parity-bring.md,2,"@@ -60,6 +60,17 @@ todos:",9cc2c7de5d573fe4e4069a03548a4fea92aba0262523b645bc7190502e0a719c,C09
.agent/plans/transplant/reference-closure.md,1,"@@ -1,5 +1,16 @@",e5a8cd71a8128e3f32eac754f38dcfd984800f6f4e77ba40d898bd15095d720e,C09
.agent/plans/transplant/relevance-ledger.md,1,"@@ -1,5 +1,16 @@",f019b5137ee31474ecbfd0950df29fe460be5460e6039b6c7e4ed5810e017f88,C09
.agent/plans/transplant/statusline-logo-bring-manifests-2026-07-03.md,1,"@@ -1,7 +1,7 @@",1865530bcf24eef87bffd1a2c8169d5f39bc8a14cd50f48b44f4cc8876133821,C09
.agent/plans/transplant/statusline-logo-bring-manifests-2026-07-03.md,2,"@@ -17,6 +17,17 @@ provenance: >-",6c58ed5f885508a1e2c1e95f62e0943623b4c9040cf2d1751a0d0d8e30db7677,C09
.agent/plans/transplant/transplant-completeness-supporting-infrastructure.md,1,"@@ -1,7 +1,7 @@",05dc54d70c3a0d0405044651e20a79d3015c7378f1d3e11b548c736088944e50,C09
.agent/plans/transplant/transplant-completeness-supporting-infrastructure.md,2,"@@ -45,7 +45,7 @@ todos:",3e23a8b7e26f3a229c05f61193e14e875859c97337497a7c78b9192208605356,C09
.agent/plans/transplant/transplant-completeness-supporting-infrastructure.md,3,"@@ -82,6 +82,21 @@ todos:",86592ca3a8cfd2320b1a1345ab104aa3fb1a84ac9cd40eecd3ca12ecc39d0dfc,C09
.agent/practice-core/CHANGELOG.md,1,"@@ -4,6 +4,13 @@ Changes to the Practice Core files, newest first. Each entry records the repo",c0387ee16a1f993edba8ded0b99e8ab41906437de21da1c63703c3aa1e4a4bf7,C06
.agent/practice-core/decision-records/PDR-135-verified-claims-engineering.md,1,"@@ -0,0 +1,77 @@",cee68b8ed23731ca957edaa6e3c1f729b81c3bf26257437f9c55e6c36ce5d70f,C06
.agent/practice-core/decision-records/README.md,1,"@@ -222,3 +222,4 @@ Practice-Core portability ratifies both — see the bridge index",4c49cd9f40f3ee330d685c950fc3c623a4df4e449f353cb3ede633b544776dff,C09
.agent/practice-index.md,1,"@@ -7,30 +7,49 @@ For the portable Core, see [practice-core/index.md](practice-core/index.md).",b7ddfd68645cc6becb5f8f978d4e6901088844de7226e319b521679d9b184be4,C09
.agent/practice-index.md,2,"@@ -75,3 +94,11 @@ Local shorthand for this repo: strict and complete everywhere, all the time. Cod",1389297c4f7c88cd133df70f55d4c21a6d274281a4afee1c378b1f8038d2aa25,C09
.agent/prompts/session-continuation.prompt.md,1,"@@ -1,448 +1,38 @@",e0aae321d4be024998f062b471ac5b8fbb7f6c2b660deab76bdf40a5a23c0974,C09
.agent/rules/input-output-pair-compatibility.md,1,"@@ -1,19 +1,40 @@",a9eb7a88da890d630f41ecff989d19a96d793e00c463a30d91dfef7cf9910a68,C07
.agent/skills/gates/SKILL-CANONICAL.md,1,"@@ -21,7 +21,7 @@ from the beginning.",d735805f7c690204f6609130a345cbde5c2d0bd9cf28cfeea854cf619e908f8d,C09
.agent/skills/napkin/SKILL-CANONICAL.md,1,"@@ -155,15 +155,15 @@ governance update, or an ADR.",3098584626530e4052b05482d5091bd4909cddeb878b0e150743eb08277ab25b,C09
.agent/skills/plan/SKILL-CANONICAL.md,1,"@@ -9,8 +9,8 @@ description: Create or promote a plan following the plan architecture.",49dc54dc31f2f24759c6c6a2034093c1971739b30a91ce4f31b58a76921dfa00,C05
.agent/skills/plan/SKILL-CANONICAL.md,2,"@@ -257,9 +257,9 @@ EXECUTION`, milestone-complete, or workstream-complete language must",c5b58dea20c4f7aeee8416efdd89db160429cc16196c0ff6dba970ef867c4588,C05
.agent/skills/session-handoff/SKILL-CANONICAL.md,1,"@@ -16,8 +16,6 @@ napkin rotation, fitness management) belongs to",5b86d977bb93e390dd87b2773f500f71620883661923044cafe91ca5ec840bac,C09
.agent/skills/start-right-quick/shared/start-right.md,1,"@@ -3,7 +3,7 @@ prompt_id: start-right-quick",eeade2063af872c6369f53e8ef235b33a2efb3514aea5967644108eb4ca6020c,C05
.agent/skills/start-right-quick/shared/start-right.md,2,"@@ -42,7 +42,7 @@ inventory rather than copying the rule list here.",6d9ae8f192c5c277c8af7db95ac1b8c22a40993daf9e21c0f47405e328bef1b5,C05
.agent/skills/start-right-quick/shared/start-right.md,3,"@@ -122,10 +122,11 @@ fallback.",11ac58b7e636bd1f0f04869031f74603fcf89aff850f018d797b3787bec08d2a,C05
.agent/skills/start-right-quick/shared/start-right.md,4,"@@ -257,7 +258,7 @@ thinking.",9e9b1271a827195e955861580a07174d1ad8c79ef4a8d6cff6b4b030e2e32767,C05
.agent/skills/start-right-quick/shared/start-right.md,5,"@@ -282,8 +283,9 @@ the layer.",d7fc8c3dc4071036e6581ce23bee1452fa3f3a12716ba6d36d267fb7a50e1e20,C05
.agent/skills/start-right-thorough/shared/start-right-thorough.md,1,"@@ -3,7 +3,7 @@ prompt_id: start-right-thorough",3a1d5de7f3b5ad42edcbd2bc14b4efad02c8fe0efcbc3abb8f5663a483996f56,C05
.agent/skills/start-right-thorough/shared/start-right-thorough.md,2,"@@ -24,7 +24,7 @@ Read and internalise these documents:",ccae0057d481c816e6f0162a01295e886f5dcda79fd1f3f7e02d89de468cd631,C05
.agent/skills/start-right-thorough/shared/start-right-thorough.md,3,"@@ -67,7 +67,8 @@ When writing the thread identity row, prefer an existing owner-assigned",db3cda3706a4aea27fc0d0113df382ca04dd8537819095d3c4809acb9ee13784,C05
.agent/skills/start-right-thorough/shared/start-right-thorough.md,4,"@@ -141,7 +142,7 @@ Check `.agent/practice-core/incoming/` for practice-core files. If present, aler",0531ce38420d8c41648ed26953d823e34d3a9fb86da0f8ab417d3638542258dc,C05
.agent/skills/start-right-thorough/shared/start-right-thorough.md,5,"@@ -167,7 +168,9 @@ Invoke the reviewer and domain-expert layer per [`invoke-reviewers.md`](../../..",f64c45c4ebb234ee151c817707dc41bcbdd8786df6892f10d18e56c739616cbf,C05
.agent/skills/wrap/SKILL-CANONICAL.md,1,"@@ -56,8 +56,8 @@ wrap supplies the depth of the record it freezes.",c89960c27ae3e5d25d79640a30f9a26abcb082fdce12bdc81c03ef4c5370fc65,C09
.agent/skills/wrap/SKILL-CANONICAL.md,2,"@@ -86,8 +86,8 @@ wrap supplies the depth of the record it freezes.",4d2ee9d27aacea4592cfb5fc097a52961a6f7e487288f76cb31fc29040ee697f,C09
README.md,1,"@@ -151,15 +151,17 @@ console.log(openApiDoc.openapi);",7b47e29996441b378438b9c3228e27b9cdb16662c9295c56b618daaca373d0da,C03
README.md,2,"@@ -172,3 +174,11 @@ The supported pattern is:",fe04da973aa83727a4897453a91e9d3e663973906c41f2dfa87e6b682baaa955,C03
docs/architectural_decision_records/ADR-002-defer-types-to-openapi3-ts.md,1,"@@ -2,7 +2,7 @@",0b2e07a3349c743aaa43af9d3fe2c1505513f2477fa1325cdcf6b483b5cf1b8a,C04
docs/architectural_decision_records/ADR-018-openapi-3.1-first-architecture.md,1,"@@ -1,4 +1,4 @@",396d82f98381eefb0d52b8ba28c53e49379cb3f13b5f82c9bcc94172e4bb38fe,C04
docs/architectural_decision_records/ADR-019-scalar-pipeline-adoption.md,1,"@@ -1,4 +1,4 @@",9f4a8fa24c813ed5898069fc54385a49e60f247cdece55131662f74199f85bb0,C04
docs/architectural_decision_records/ADR-020-intersection-type-strategy.md,1,"@@ -1,4 +1,4 @@",2d5aee9b490ae4cce49eb28b5a2bf9984c9a72ab63ca70eeb63dffcf8062143d,C04
docs/architectural_decision_records/ADR-021-legacy-dependency-removal.md,1,"@@ -1,4 +1,4 @@",a85fb6f88a7c9b9b15a3de9f3046ee735c9debca051e5125458b94586af6711e,C04
docs/architectural_decision_records/ADR-031-zod-output-strategy.md,1,"@@ -3,6 +3,17 @@",9c249f1a4c207286319dc64289a5b96fbf55d9281a42aec49bb5381e0f652de6,C07
docs/architectural_decision_records/ADR-031-zod-output-strategy.md,2,"@@ -13,7 +24,7 @@ With the OpenAPI → Zod pipeline production-ready, we need to formalize decisio",d29909efaae4d072cf1e14821f6ffccd1db2a0493fd91661ec2bc5922ba6e604,C07
docs/architectural_decision_records/ADR-031-zod-output-strategy.md,3,"@@ -76,19 +87,13 @@ z.xor(schemaA, schemaB);",a3d319daa3a60b597a442e5d740c58ee49d5b3f9d2178d462e71e54a488a69a6,C07
docs/architectural_decision_records/ADR-031-zod-output-strategy.md,4,"@@ -112,7 +117,7 @@ Writer output must never emit redundant nullability chains (e.g., `z.null().null",d90b2b82fec3c72374c9c3828e6d0d3c70eb566126e2debcc977a8b48d3f24a7,C07
docs/architectural_decision_records/ADR-031-zod-output-strategy.md,5,"@@ -123,7 +128,7 @@ Recursive schemas must emit **Zod 4 getter syntax** as the canonical output form",a92e2bbe0a30608ae4afa54fc9e9da679a5d132f94cd865175e7292f8761b2b0,C07
docs/architectural_decision_records/ADR-031-zod-output-strategy.md,6,"@@ -133,7 +138,7 @@ The chosen recursive strict construction must therefore satisfy all of:",3493470f168ac3205d56476919f9d3088fc37c5d86a5763b15a17cb84e5f8802,C07
docs/architectural_decision_records/ADR-032-zod-input-strategy.md,1,"@@ -3,6 +3,17 @@",04b71937fbd69edbab95b2fed1e04dcc4f481e23f27c3600febacf5598fee0ec,C07
docs/architectural_decision_records/ADR-032-zod-input-strategy.md,2,"@@ -17,7 +28,10 @@ This decision must align with:",149299a51be936efc330285d8dd4444ba02f377c8462b6df87d041d026bfe524,C07
docs/architectural_decision_records/ADR-032-zod-input-strategy.md,3,"@@ -53,28 +67,13 @@ This decision must align with:",303ee759d8c6e63771fa380e4ef64faa3aa576992ac8a999b2a38a5f04dff131,C07
docs/architectural_decision_records/ADR-032-zod-input-strategy.md,4,"@@ -145,7 +144,7 @@ Portable detours may later widen subtype semantics when the target format cannot",b6c4ec4e58b2a7d7ae151b67e6df32558628ee69df0775006ab2b0b6ad421ba3,C07
docs/architectural_decision_records/ADR-037-strict-architectural-domain-boundaries.md,1,"@@ -1,4 +1,4 @@",132bb0520f47ceb0ac5c0d81edaf9fd6095af0dc5840cef3af47b5504dd58a15,C04
docs/architectural_decision_records/ADR-038-object-unknown-key-semantics.md,1,"@@ -3,6 +3,17 @@",e600ae467c3a08bab04b27807daaa7d06bce0740e5a76b48f748f25b44804d74,C07
docs/architectural_decision_records/ADR-040-strict-object-semantics-and-non-strict-ingest-rejection.md,1,"@@ -1,7 +1,18 @@",69d9269f4f8359b198cdebd1fca7ce73b7a268bceb240beae195515500621d95,C07
docs/architectural_decision_records/ADR-041-native-capability-seams-governed-widening-and-early-rejection.md,1,"@@ -84,10 +84,13 @@ Source-history coupling is not an acceptable substitute.",016cc872947e5c55051a4c7493174d816bc13972affce5ebfd4a575ec6dd8146,C07
docs/architectural_decision_records/ADR-041-native-capability-seams-governed-widening-and-early-rejection.md,2,"@@ -95,6 +98,7 @@ Some seams can widen honestly when the target lacks the narrower semantic but st",856420d5f4cb2879df796a27c30045046fbe9fc3cd0e41907783e68c929a7135,C07
docs/architectural_decision_records/ADR-041-native-capability-seams-governed-widening-and-early-rejection.md,3,"@@ -104,7 +108,7 @@ ADR-039 is the canonical example of a widening-allowed seam.",ad405308abfa117f097cd24ca37f4641845ea9d908c3a1a8f5b695288d87b6dd,C07
docs/architectural_decision_records/ADR-044-drop-openapi3-ts-adopt-scalar-types.md,1,"@@ -51,3 +51,18 @@ As of 2026-04-10:",4947786d9d6aa8bcaad23248b680fe2d15fed264bc13a150ced583ac06d9f561,C04
docs/architectural_decision_records/ADR-045-strict-reexport-module-openapi-types.md,1,"@@ -83,3 +83,11 @@ This does not recreate the structural overlap problems caused by a general `[key",8d3c38e758bb048d0fe78fb1ffa0b58d9b828afa3d1362e0b2941516e4b65234,C04
docs/architectural_decision_records/ADR-046-separate-storage-additional-operations.md,1,"@@ -54,3 +54,12 @@ This was accepted because:",bcbad722a2045766e46b966d52c2f31d45e999bf0f56079b050191bab1726fec,C04
docs/architectural_decision_records/ADR-051-autonomous-background-implementation-loop.md,1,"@@ -26,7 +26,13 @@ amended 2026-08-24 by owner ruling — decision card, proof-programme loop revie",e54053acc2b58617f284688fbc4fb62be307478a66f1a093eb38e2cd9f9ea03f,C04
docs/architectural_decision_records/ADR-051-autonomous-background-implementation-loop.md,2,"@@ -39,15 +45,23 @@ continually, in the background, without me, until the plan is complete"". The rep",aa6e83f6a3acb36dd338d2bb0c6584974c6ab72566678c81712b93426ec98dd8,C04
docs/architectural_decision_records/ADR-051-autonomous-background-implementation-loop.md,3,"@@ -56,10 +70,14 @@ ephemeral; scheduled Routines can spawn a fresh session per firing, and the Prac",21823b67f2e1dad6f527cf4854a2c8e77a13cb4a2c3082689f65b1ffa071b777,C04
docs/architectural_decision_records/ADR-051-autonomous-background-implementation-loop.md,4,"@@ -131,9 +149,14 @@ ephemeral; scheduled Routines can spawn a fresh session per firing, and the Prac",34f67d1721e8b9f474f493ceca4aa0d1382dfc76fe5531b9f1da22615f8b7077,C04
docs/architectural_decision_records/ADR-051-autonomous-background-implementation-loop.md,5,"@@ -145,17 +168,20 @@ ephemeral; scheduled Routines can spawn a fresh session per firing, and the Prac",928094212f2ecc98868a670f0c1423f68df33dee6a47eccb84cb297847dbd9ed,C04
docs/architectural_decision_records/ADR-051-autonomous-background-implementation-loop.md,6,"@@ -167,10 +193,13 @@ ephemeral; scheduled Routines can spawn a fresh session per firing, and the Prac",a9f5cbe6545a4cee53f5d9cd6ffccd4de9328c56af82d73668a9087a823aee33,C04
docs/architectural_decision_records/ADR-051-autonomous-background-implementation-loop.md,7,"@@ -192,8 +221,10 @@ ephemeral; scheduled Routines can spawn a fresh session per firing, and the Prac",bf253ad3efcdbb0b86cefe22dcb53e1c8d7d10b53f8e0619636aee03b0a0364c,C04
docs/architectural_decision_records/README.md,1,"@@ -1,125 +1,88 @@",53a9f798ff2eac1a98787d320ae1f804662359da3ae0ae5e2b4cc0a8b4d4e3e5,C04
